VariationID	Landmark	Chr	Start	End	VariationType	LocusChr	LocusStart	LocusEnd	Reference	PubMedID	Method/platform	Gain	Loss	TotalGainLossInv	Frequency	SampleSize	Genes
Variation_53809	chr7:75830279..76282092	chr7	75830279	76282092	CopyNumber	chr7	73439084	76494030	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	LOC100133091,PMS2L11,POMZP3
Variation_53810	chr15:32715940..32769676	chr15	32715940	32769676	CopyNumber	chr15	29518297	32778261	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53811	chr7:141210775..141236153	chr7	141210775	141236153	CopyNumber	chr7	141163595	141557369	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	MGAM
Variation_53812	chr6:79056822..79098352	chr6	79056822	79098352	CopyNumber	chr6	78852599	79250187	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53813	chr20:14729684..14771472	chr20	14729684	14771472	CopyNumber	chr20	14606364	14974100	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	MACROD2
Variation_53814	chr8:3774231..3777675	chr8	3774231	3777675	CopyNumber	chr8	3586932	6236366	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	CSMD1
Variation_53815	chr8:15994142..16073465	chr8	15994142	16073465	CopyNumber	chr8	15919229	16078574	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	MSR1
Variation_53816	chr10:47058066..47122505	chr10	47058066	47122505	CopyNumber	chr10	45341719	48101925	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53817	chr22:15407252..15668805	chr22	15407252	15668805	CopyNumber	chr22	14433758	15898757	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	psiTPTE22,CCT8L2,XKR3
Variation_53818	chr12:130255197..130355212	chr12	130255197	130355212	CopyNumber	chr12	130213364	131156176	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53819	chr22:21041998..21073052	chr22	21041998	21073052	CopyNumber	chr22	20468662	21674194	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53820	chr7:53308318..53364459	chr7	53308318	53364459	CopyNumber	chr7	53107233	53364459	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53821	chr2:183911294..183914755	chr2	183911294	183914755	CopyNumber	chr2	183904925	183945463	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53822	chr7:140736..188894	chr7	140736	188894	CopyNumber	chr7	106471	298664	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53823	chr19:48150403..48329023	chr19	48150403	48329023	CopyNumber	chr19	47424981	48651954	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	PSG11,PSG2
Variation_53824	chr22:21436415..21575608	chr22	21436415	21575608	CopyNumber	chr22	20468662	21674194	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	MIR650,IGLL5
Variation_53825	chr3:150446093..150450033	chr3	150446093	150450033	CopyNumber	chr3	150435723	150456163	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53826	chr8:3987468..3990969	chr8	3987468	3990969	CopyNumber	chr8	3586932	6236366	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	CSMD1
Variation_53827	chr12:31092984..31298174	chr12	31092984	31298174	CopyNumber	chr12	30963226	31576000	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	DDX11
Variation_53828	chr3:192542024..192555930	chr3	192542024	192555930	CopyNumber	chr3	192349713	192761809	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	CCDC50
Variation_53829	chr19:56819556..56822931	chr19	56819556	56822931	CopyNumber	chr19	56683708	57322747	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	SIGLEC5
Variation_53830	chr3:6194093..6214264	chr3	6194093	6214264	CopyNumber	chr3	6181901	6224264	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53831	chr7:141213982..141236153	chr7	141213982	141236153	CopyNumber	chr7	141163595	141557369	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	MGAM
Variation_53832	chr3:163613393..163625177	chr3	163613393	163625177	CopyNumber	chr3	163577132	163712286	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53833	chr5:140207402..140212530	chr5	140207402	140212530	CopyNumber	chr5	140137124	140808866	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	PCDHA5,PCDHA1,PCDHA7,PCDHA9,PCDHA8,PCDHA6,PCDHA3,PCDHA4,PCDHA2
Variation_53834	chr20:43788634..43811984	chr20	43788634	43811984	CopyNumber	chr20	43770130	43833858	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53835	chr16:74097386..74145467	chr16	74097386	74145467	CopyNumber	chr16	73939263	74145467	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	6	0	6		1064 Individuals from HGDP + 790 control samples from NINDS study	CHST5,TMEM231
Variation_53836	chr20:16515202..16537003	chr20	16515202	16537003	CopyNumber	chr20	16509203	16537003	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53837	chr10:70953496..70966974	chr10	70953496	70966974	CopyNumber	chr10	70933992	72216609	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53838	chr13:105031002..105105350	chr13	105031002	105105350	CopyNumber	chr13	105031002	105105350	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53839	chr16:79637867..79652592	chr16	79637867	79652592	CopyNumber	chr16	79623534	79865100	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	6	6		1064 Individuals from HGDP + 790 control samples from NINDS study	C16orf46,ATMIN
Variation_53840	chr3:75470851..75650909	chr3	75470851	75650909	CopyNumber	chr3	75326969	76935064	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	FAM86DP
Variation_53841	chr18:64003187..64050360	chr18	64003187	64050360	CopyNumber	chr18	64003187	64050360	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53842	chr10:135106837..135266329	chr10	135106837	135266329	CopyNumber	chr10	134733303	135395585	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	SPRN,SYCE1,MTG1,LOC619207,CYP2E1
Variation_53843	chr10:15015177..15110621	chr10	15015177	15110621	CopyNumber	chr10	14995184	15110621	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	MEIG1,DCLRE1C
Variation_53844	chr3:189069704..189088504	chr3	189069704	189088504	CopyNumber	chr3	189069542	189088504	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53845	chr7:141213982..141254191	chr7	141213982	141254191	CopyNumber	chr7	141163595	141557369	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	MGAM
Variation_53846	chr11:25657565..25677282	chr11	25657565	25677282	CopyNumber	chr11	24961193	25799242	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53847	chr4:66415467..66457741	chr4	66415467	66457741	CopyNumber	chr4	66400623	66474947	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53848	chr7:69766294..69808753	chr7	69766294	69808753	CopyNumber	chr7	69760500	69808753	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53849	chr8:2128549..2149713	chr8	2128549	2149713	CopyNumber	chr8	1972946	2591249	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53850	chr19:20422200..20585008	chr19	20422200	20585008	CopyNumber	chr19	20028401	20779390	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	ZNF737
Variation_53851	chr15:21948655..22036253	chr15	21948655	22036253	CopyNumber	chr15	21785862	22452007	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	PWRN2
Variation_53852	chr14:105208512..105270624	chr14	105208512	105270624	CopyNumber	chr14	105123078	106358708	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53853	chr4:9047385..9276059	chr4	9047385	9276059	CopyNumber	chr4	8640244	9989380	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	DEFB131,LOC650293,MIR548I2
Variation_53854	chr12:11411688..11434269	chr12	11411688	11434269	CopyNumber	chr12	10860887	11606188	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53855	chr6:77074879..77081385	chr6	77074879	77081385	CopyNumber	chr6	77073713	77084327	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53856	chr11:5828407..5891679	chr11	5828407	5891679	CopyNumber	chr11	5462340	6151051	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	OR52E8,OR52E4
Variation_53857	chr2:49445149..49449446	chr2	49445149	49449446	CopyNumber	chr2	49445149	49452841	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	7	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53858	chr4:162188343..162292947	chr4	162188343	162292947	CopyNumber	chr4	162122234	162467292	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	7	0	7		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53859	chr8:8131816..8182850	chr8	8131816	8182850	CopyNumber	chr8	6349797	8488171	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	FLJ10661
Variation_53860	chr4:63967107..63979432	chr4	63967107	63979432	CopyNumber	chr4	63967107	64002192	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53861	chr18:1903316..1970668	chr18	1903316	1970668	CopyNumber	chr18	1668746	2065915	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53862	chr19:20360525..20473895	chr19	20360525	20473895	CopyNumber	chr19	20028401	20779390	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	MIR1270-1,ZNF826P,MIR1270-2
Variation_53863	chr10:58185524..58189264	chr10	58185524	58189264	CopyNumber	chr10	58160636	58359959	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53864	chr22:20639017..20904355	chr22	20639017	20904355	CopyNumber	chr22	20468662	21674194	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	TOP3B
Variation_53865	chr20:14729684..14765453	chr20	14729684	14765453	CopyNumber	chr20	14606364	14974100	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	MACROD2
Variation_53866	chr7:64123711..64400331	chr7	64123711	64400331	CopyNumber	chr7	63153889	64818001	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	ZNF92,INTS4L1
Variation_53867	chr6:67083141..67105019	chr6	67083141	67105019	CopyNumber	chr6	66905974	67117117	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53868	chr19:48066441..48285261	chr19	48066441	48285261	CopyNumber	chr19	47424981	48651954	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	PSG11,PSG1,PSG6,PSG2,PSG7
Variation_53869	chr19:58624107..58714537	chr19	58624107	58714537	CopyNumber	chr19	58591685	58714537	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	LOC147804,ZNF813,ZNF761
Variation_53870	chr1:148146240..148226253	chr1	148146240	148226253	CopyNumber	chr1	148053615	148226253	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	POGZ,PSMB4,SELENBP1
Variation_53871	chr9:11985297..12114410	chr9	11985297	12114410	CopyNumber	chr9	11214627	12187607	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53872	chr10:47013328..47122505	chr10	47013328	47122505	CopyNumber	chr10	45341719	48101925	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53873	chr5:175492445..175551861	chr5	175492445	175551861	CopyNumber	chr5	175279234	175696974	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	LOC643201
Variation_53874	chr9:112932269..112946830	chr9	112932269	112946830	CopyNumber	chr9	112320009	113082505	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	NCRNA00256B
Variation_53875	chr22:21053737..21387444	chr22	21053737	21387444	CopyNumber	chr22	20468662	21674194	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	8	8		1064 Individuals from HGDP + 790 control samples from NINDS study	PRAME,ZNF280A,POM121L1P,GGTLC2,ZNF280B,LOC648691
Variation_53876	chr19:48197824..48387680	chr19	48197824	48387680	CopyNumber	chr19	47424981	48651954	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	8	0	8		1064 Individuals from HGDP + 790 control samples from NINDS study	PSG11,PSG2,PSG5
Variation_53877	chr6:105017541..105041172	chr6	105017541	105041172	CopyNumber	chr6	105017541	105041172	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53878	chr5:8755372..8811041	chr5	8755372	8811041	CopyNumber	chr5	8754920	8843546	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53879	chr4:64533059..64538394	chr4	64533059	64538394	CopyNumber	chr4	64460188	64545127	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53880	chr15:29807211..30231488	chr15	29807211	30231488	CopyNumber	chr15	29518297	32778261	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	CHRNA7
Variation_53881	chr15:22070875..22218390	chr15	22070875	22218390	CopyNumber	chr15	21785862	22452007	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53882	chr15:20306549..20691555	chr15	20306549	20691555	CopyNumber	chr15	18263733	21405800	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	NIPA1,NIPA2,TUBGCP5,CYFIP1
Variation_53883	chr22:20708595..21564581	chr22	20708595	21564581	CopyNumber	chr22	20468662	21674194	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	PRAME,MIR650,ZNF280A,POM121L1P,VPREB1,GGTLC2,ZNF280B,LOC648691,IGLL5,LOC96610
Variation_53884	chr9:114125355..114185690	chr9	114125355	114185690	CopyNumber	chr9	113872498	114535729	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	ORM1,COL27A1,AKNA,ORM2
Variation_53885	chr12:130255197..130299919	chr12	130255197	130299919	CopyNumber	chr12	130213364	131156176	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53886	chr1:111091020..111099765	chr1	111091020	111099765	CopyNumber	chr1	111053199	111106611	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53887	chr1:149342905..149366438	chr1	149342905	149366438	CopyNumber	chr1	149266742	149711226	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	LCE3E,LCE3D
Variation_53888	chr9:69329605..69348516	chr9	69329605	69348516	CopyNumber	chr9	69328122	69363930	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	APBA1
Variation_53889	chr19:48066441..48387680	chr19	48066441	48387680	CopyNumber	chr19	47424981	48651954	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	PSG11,PSG1,PSG6,PSG2,PSG5,PSG7
Variation_53890	chr19:46048591..46055605	chr19	46048591	46055605	CopyNumber	chr19	45952203	46237908	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53891	chr2:13141874..13239616	chr2	13141874	13239616	CopyNumber	chr2	13141874	13698420	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	9	0	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53892	chr13:82987208..83055928	chr13	82987208	83055928	CopyNumber	chr13	82956558	83180655	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	9	9		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53893	chr20:52081230..52088118	chr20	52081230	52088118	CopyNumber	chr20	52070988	52105522	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	10	10		1064 Individuals from HGDP + 790 control samples from NINDS study	BCAS1
Variation_53894	chr7:53293069..53364459	chr7	53293069	53364459	CopyNumber	chr7	53107233	53364459	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	0	10	10		1064 Individuals from HGDP + 790 control samples from NINDS study	
Variation_53895	chr11:133849939..134239506	chr11	133849939	134239506	CopyNumber	chr11	133545364	134349020	Itsara et al. (2009)	19166990	Illumina HumanHap300, Illumina HumanHap240S, Illumina HumanHap650Y, Illumina HumanHap550 BeadChips	10	0	10		1064 Individuals from HGDP + 790 control samples from NINDS study	LOC283177
